index,resale_price
224,3.00E+04
225,3.41E+05
226,4.30E+05
227,2.36E+05
228,2.00E+05
229,2.11E+05
230,8.70E+04
231,8.84E+04
232,4.79E+05
233,3.28E+05
234,2.16E+05
235,3.98E+05
236,4.82E+05
237,2.92E+05
238,3.82E+05
239,3.04E+05
240,1.79E+05
241,2.59E+05
242,5.03E+05
243,4.04E+05
244,2.01E+05
245,4.94E+05
246,3.78E+05
247,3.99E+05
248,3.45E+05
249,3.74E+05
250,3.02E+05
251,3.88E+05
252,8.58E+04
253,3.76E+05
254,4.22E+05
255,3.62E+05
256,4.88E+05
257,3.43E+05
258,4.43E+04
259,2.55E+05
260,5.25E+05
261,1.97E+05
262,2.18E+05
263,2.67E+05
264,2.06E+05
265,3.81E+05
266,1.60E+05
267,3.35E+05
268,3.50E+05
269,2.94E+05
270,3.12E+05
271,3.22E+05
272,2.75E+05
273,3.39E+05
274,3.80E+05
275,3.84E+05
276,3.82E+05
277,2.41E+05
278,1.39E+05
279,3.52E+05
280,1.33E+05
281,2.19E+05
282,3.28E+05
283,2.81E+05
284,2.38E+05
285,2.37E+05
286,1.86E+05
287,1.33E+05
288,3.55E+05
289,4.24E+05
290,2.89E+05
291,2.59E+05
292,3.68E+05
293,1.94E+05
294,2.26E+05
295,2.02E+05
296,1.63E+05
297,3.35E+05
298,1.79E+05
299,2.15E+05
300,1.82E+05
301,3.58E+05
302,1.00E+05
303,4.31E+05
304,6.88E+04
305,4.06E+05
306,4.44E+05
307,3.41E+05
308,3.19E+05
309,2.11E+05
310,3.21E+05
311,1.47E+05
312,8.64E+04
313,2.90E+05
314,3.54E+05
315,3.20E+05
316,1.78E+05
317,4.32E+05
318,4.84E+05
319,2.65E+05
320,2.23E+05
321,2.98E+05
322,2.09E+05
323,2.32E+05
324,1.93E+05
325,3.24E+05
326,3.49E+04
327,9.15E+04
328,1.06E+05
329,7.28E+04
330,1.68E+05
331,4.81E+05
332,5.06E+05
333,2.16E+05
334,4.38E+05
335,4.27E+05
336,1.09E+05
337,2.07E+05
338,3.06E+05
339,3.24E+05
340,1.23E+05
341,1.63E+05
342,3.31E+05
343,1.53E+05
344,3.01E+05
345,1.25E+05
346,3.14E+05
347,4.35E+05
348,1.41E+05
349,3.48E+05
350,1.44E+05
351,2.09E+05
352,4.40E+05
353,2.33E+05
354,2.69E+05
355,2.10E+05
356,2.30E+05
357,7.23E+04
358,3.77E+05
359,3.32E+05
360,2.39E+05
361,3.63E+05
362,1.22E+05
363,3.43E+05
364,3.22E+05
365,2.47E+05
366,5.77E+05
367,3.64E+05
368,8.64E+04
369,3.11E+05
370,5.23E+05
371,1.37E+05
372,6.47E+04
373,3.64E+05
374,3.45E+05
375,3.30E+05
376,4.15E+05
377,3.07E+05
378,2.88E+05
379,1.88E+05
380,1.06E+05
381,5.15E+05
382,3.51E+05
383,3.90E+05
384,2.13E+05
385,2.87E+05
386,1.47E+05
387,3.82E+05
388,2.38E+05
389,3.33E+05
390,2.27E+05
391,2.03E+05
392,2.76E+05
393,4.27E+05
394,2.41E+05
395,1.64E+05
396,4.34E+05
397,2.30E+05
398,1.23E+05
399,4.81E+05
400,3.02E+05
401,3.83E+05
402,2.02E+05
403,1.03E+05
404,4.25E+05
405,3.46E+05
406,4.75E+05
407,2.35E+05
408,3.97E+05
409,3.56E+05
410,5.62E+05
411,5.04E+05
412,3.76E+05
413,2.39E+05
414,2.82E+05
415,3.29E+05
416,3.31E+05
417,6.01E+04
418,5.13E+05
419,4.13E+05
420,2.52E+05
421,3.11E+05
422,2.40E+05
423,2.97E+05
424,1.73E+05
425,3.78E+05
426,2.97E+05
427,3.36E+05
428,3.07E+05
429,3.39E+05
430,3.20E+05
431,5.36E+05
432,2.43E+05
433,4.08E+05
434,1.17E+05
435,1.30E+05
436,3.27E+05
437,2.55E+05
438,2.44E+05
439,1.26E+05
440,1.29E+05
441,3.01E+05
442,3.73E+05
443,5.50E+05
444,3.63E+05
445,4.31E+05
446,1.24E+05
447,2.85E+05
448,3.65E+04
449,3.19E+05
450,2.32E+05
451,2.76E+05
452,3.90E+05
453,7.04E+04
454,4.33E+05
455,2.84E+05
456,2.36E+05
457,2.90E+05
458,3.00E+05
459,1.47E+05
460,2.54E+05
461,4.29E+05
462,2.30E+05
463,1.12E+05
464,4.80E+05
465,3.46E+05
466,2.88E+05
467,2.07E+05
468,2.37E+05
469,3.48E+05
470,2.37E+05
471,1.13E+05
472,1.57E+05
473,2.34E+05
474,3.57E+05
475,3.54E+05
476,1.81E+05
477,2.41E+05
478,2.46E+05
479,2.23E+05
480,3.46E+05
481,2.46E+05
482,2.50E+05
483,3.32E+05
484,3.46E+05
485,3.51E+05
486,2.58E+05
487,2.18E+05
488,2.31E+05
489,2.13E+05
490,4.24E+05
491,2.77E+05
492,4.51E+05
493,9.37E+04
494,1.97E+05
495,8.55E+04
496,3.34E+05
497,3.17E+05
498,2.67E+05
499,2.73E+05
500,2.77E+05
501,1.59E+05
502,1.66E+05
503,2.42E+05
504,4.76E+05
505,1.77E+05
506,3.68E+05
507,2.93E+05
508,4.63E+05
509,1.22E+05
510,3.01E+05
511,6.37E+04
512,2.51E+05
513,4.84E+05
514,2.05E+05
515,2.50E+05
516,1.36E+05
517,3.18E+05
518,4.54E+05
519,2.89E+05
520,3.36E+05
521,2.10E+05
522,4.77E+05
523,4.47E+05
524,1.86E+05
525,3.02E+05
526,4.17E+05
527,3.73E+05
528,3.01E+05
529,1.06E+05
530,2.30E+05
531,2.66E+05
532,2.10E+05
533,3.19E+05
534,1.83E+05
535,3.73E+05
536,1.37E+05
537,3.27E+05
538,3.43E+05
539,4.57E+05
540,4.91E+05
541,3.80E+05
542,4.74E+05
543,2.02E+05
544,3.48E+05
545,9.05E+04
546,2.11E+05
547,3.37E+05
548,1.64E+05
549,3.20E+05
550,2.48E+05
551,2.96E+05
552,1.08E+05
553,4.32E+05
554,2.69E+05
555,4.40E+05
556,1.83E+05
557,3.25E+05
558,2.07E+05
559,1.81E+05
560,3.88E+05
561,4.33E+05
562,1.69E+05
563,2.29E+05
564,4.15E+05
565,2.83E+05
566,4.17E+05
567,4.81E+05
568,2.26E+05
569,3.76E+05
570,4.42E+05
571,7.59E+04
572,2.11E+05
573,1.12E+05
574,3.23E+05
575,4.08E+05
576,4.80E+05
577,3.19E+05
578,1.98E+05
579,3.18E+05
580,6.89E+05
581,4.29E+05
582,1.93E+05
583,2.92E+05
584,2.55E+05
585,3.74E+05
586,1.95E+05
587,2.47E+05
588,3.37E+05
589,2.15E+05
590,4.31E+05
591,4.41E+05
592,9.77E+03
593,3.34E+05
594,2.96E+05
595,3.87E+05
596,1.88E+05
597,1.39E+05
598,8.69E+04
599,4.84E+05
600,3.19E+05
601,3.63E+05
602,4.06E+05
603,3.45E+05
604,8.57E+04
605,1.74E+05
606,2.26E+05
607,2.12E+05
608,1.14E+05
609,2.65E+05
610,4.02E+05
611,4.20E+05
612,1.76E+05
613,2.99E+05
614,3.73E+05
615,3.33E+05
616,2.87E+05
617,2.96E+05
618,2.42E+05
619,1.07E+05
620,5.45E+05
621,3.96E+05
622,1.24E+05
623,3.10E+05
624,4.41E+05
625,2.84E+05
626,2.78E+05
627,3.75E+05
628,5.10E+05
629,3.29E+05
630,3.06E+05
631,1.12E+05
632,1.01E+05
633,3.45E+05
634,3.10E+05
635,2.09E+05
636,2.82E+05
637,3.10E+05
638,3.94E+05
639,3.50E+05
640,4.18E+05
641,2.96E+05
642,6.52E+04
643,8.03E+05
644,2.07E+05
645,1.72E+05
646,2.39E+05
647,5.40E+05
648,2.00E+05
649,2.79E+05
650,1.68E+05
651,5.62E+05
652,5.31E+05
653,5.30E+05
654,2.59E+05
655,3.22E+05
656,1.15E+05
657,3.95E+05
658,1.08E+05
659,1.41E+05
660,3.48E+05
661,1.51E+05
662,2.91E+05
663,3.41E+05
664,2.39E+05
665,1.45E+05
666,3.86E+05
667,3.41E+05
668,3.37E+05
669,1.10E+05
670,1.57E+05
671,2.90E+05
672,1.38E+05
673,2.79E+05
674,2.37E+05
675,5.03E+05
676,1.61E+05
677,6.42E+04
678,1.79E+05
679,3.10E+05
680,4.72E+05
681,4.64E+05
682,3.16E+05
683,4.82E+05
684,4.20E+05
685,4.05E+05
686,1.26E+05
687,2.70E+05
688,3.04E+05
689,2.02E+05
690,1.07E+05
691,1.92E+05
692,4.60E+05
693,3.80E+05
694,2.84E+05
695,4.67E+05
696,3.50E+05
697,1.78E+05
698,3.27E+05
699,5.05E+05
700,3.47E+05
701,3.45E+05
702,5.34E+04
703,1.80E+05
704,5.06E+05
705,4.37E+05
706,5.83E+04
707,4.43E+05
708,2.32E+05
709,6.80E+03
710,2.08E+05
711,3.10E+05
712,1.82E+05
713,3.25E+05
714,3.33E+05
715,4.35E+05
716,4.08E+05
717,4.81E+05
718,4.41E+05
719,8.91E+04
720,2.91E+05
721,1.68E+05
722,3.56E+05
723,4.07E+05
724,4.60E+05
725,-3.29E+04
726,2.41E+05
727,2.52E+05
728,5.34E+05
729,9.09E+04
730,2.33E+05
731,1.10E+05
732,3.38E+05
733,5.00E+05
734,2.82E+05
735,1.45E+05
736,1.53E+05
737,3.86E+05
738,3.19E+05
739,2.72E+05
740,4.12E+05
741,1.95E+05
742,2.27E+05
743,1.23E+05
744,2.24E+05
745,2.34E+05
746,2.18E+05
747,6.19E+04
748,3.66E+05
749,3.10E+05
750,3.17E+05
751,3.16E+05
752,4.35E+05
753,2.09E+05
754,1.75E+05
755,4.19E+05
756,3.15E+05
757,3.70E+05
758,3.72E+05
759,1.46E+05
760,2.80E+05
761,2.57E+05
762,4.24E+05
763,4.79E+04
764,2.00E+05
765,3.35E+05
766,1.22E+05
767,4.13E+05
768,2.89E+05
769,3.46E+05
770,3.22E+05
771,1.75E+05
772,1.40E+05
773,1.82E+05
774,3.43E+05
775,1.75E+05
776,5.50E+05
777,4.04E+05
778,3.80E+05
779,1.42E+05
780,9.33E+04
781,2.50E+05
782,4.68E+05
783,1.94E+05
784,1.68E+05
785,1.71E+05
786,3.36E+05
787,3.00E+05
788,2.07E+05
789,3.33E+04
790,9.34E+04
791,1.77E+05
792,4.56E+05
793,2.58E+05
794,2.31E+05
795,4.31E+05
796,2.86E+04
797,5.09E+05
798,2.12E+05
799,2.45E+05
800,5.24E+05
801,5.51E+04
802,8.19E+04
803,1.91E+05
804,3.95E+05
805,4.62E+05
806,2.09E+05
807,2.52E+05
808,1.89E+05
809,5.44E+04
810,4.25E+05
811,1.97E+05
812,3.72E+05
813,3.55E+05
814,3.27E+05
815,1.53E+05
816,3.77E+05
817,3.14E+05
818,3.05E+05
819,1.41E+05
820,2.13E+05
821,4.74E+05
822,2.19E+05
823,5.06E+05
824,3.02E+05
825,5.20E+05
826,2.04E+05
827,1.53E+05
828,2.30E+05
829,1.08E+05
830,3.59E+05
831,3.49E+05
832,2.23E+05
833,2.96E+05
834,3.09E+05
835,4.00E+05
836,2.30E+05
837,2.97E+05
838,4.31E+05
839,3.55E+05
840,4.45E+05
841,1.08E+05
842,2.90E+05
843,2.16E+05
844,1.18E+05
845,3.30E+05
846,3.24E+05
847,1.70E+05
848,1.92E+05
849,1.20E+05
850,2.61E+05
851,4.40E+05
852,2.42E+05
853,3.00E+05
854,1.79E+05
855,2.31E+05
856,1.23E+05
857,3.14E+05
858,2.83E+05
859,2.42E+05
860,3.22E+05
861,4.80E+05
862,1.94E+05
863,3.39E+05
864,2.80E+05
865,3.80E+05
866,2.49E+05
867,3.83E+05
868,3.89E+05
869,1.39E+05
870,1.94E+05
871,2.86E+05
872,1.58E+05
873,2.95E+05
874,2.50E+05
875,2.42E+05
876,4.15E+05
877,2.07E+05
878,2.51E+05
879,2.18E+05
880,3.18E+05
881,5.75E+05
882,9.88E+04
883,4.44E+05
884,4.88E+05
885,4.18E+05
886,5.17E+05
887,4.85E+05
888,4.89E+05
889,1.60E+05
890,3.47E+05
891,1.57E+05
892,5.04E+05
893,3.33E+05
894,1.98E+05
895,6.82E+04
896,1.54E+05
897,2.30E+05
898,1.59E+05
899,2.35E+05
900,1.90E+05
901,4.29E+05
902,9.27E+04
903,2.54E+05
904,3.94E+05
905,6.07E+04
906,5.33E+05
907,1.97E+05
908,4.07E+05
909,3.11E+05
910,2.60E+05
911,1.50E+05
912,2.17E+05
913,2.17E+05
914,2.40E+05
915,3.43E+05
916,1.80E+05
917,5.36E+05
918,2.42E+05
919,1.87E+05
920,4.51E+05
921,3.37E+05
922,3.95E+05
923,3.44E+05
924,1.31E+05
925,1.93E+05
926,1.11E+05
927,2.93E+05
928,4.25E+05
929,1.77E+05
930,3.61E+05
931,3.44E+05
932,3.56E+05
933,3.74E+04
934,3.23E+05
935,2.53E+05
936,3.17E+05
937,2.04E+05
938,1.85E+05
939,4.40E+05
940,2.62E+05
941,3.00E+05
942,4.27E+05
943,2.17E+05
944,1.59E+05
945,1.68E+05
946,4.41E+05
947,1.15E+05
948,1.77E+05
949,8.52E+04
950,4.11E+05
951,1.01E+05
952,1.35E+05
953,3.63E+05
954,1.43E+05
955,2.43E+05
956,3.03E+05
957,3.27E+05
958,2.67E+05
959,4.99E+05
960,2.29E+05
961,1.09E+05
962,1.49E+05
963,2.51E+05
964,2.61E+05
965,3.19E+05
966,3.38E+05
967,4.99E+05
968,9.04E+04
969,2.96E+05
970,1.86E+05
971,4.19E+05
972,5.63E+04
973,4.23E+05
974,4.85E+05
975,1.58E+05
976,1.43E+05
977,3.14E+05
978,4.81E+05
979,3.63E+05
980,3.02E+05
981,1.63E+05
982,3.00E+05
983,2.51E+05
984,2.09E+05
985,4.64E+05
986,8.94E+04
987,2.07E+05
988,2.49E+05
989,3.20E+05
990,3.49E+05
991,2.82E+05
992,2.40E+05
993,3.28E+05
994,2.81E+05
995,1.38E+05
996,4.25E+05
997,4.34E+05
998,2.94E+05
999,2.55E+05
1000,3.24E+05
1001,3.87E+05
1002,2.34E+05
1003,2.64E+05
1004,2.36E+05
1005,3.98E+05
1006,2.29E+05
1007,5.31E+05
1008,2.38E+05
1009,3.98E+05
1010,2.94E+05
1011,1.33E+05
1012,1.01E+05
1013,1.14E+05
1014,1.67E+05
1015,2.32E+05
1016,4.65E+05
1017,2.58E+05
1018,4.25E+05
1019,8.42E+04
1020,1.44E+05
1021,2.67E+05
1022,3.91E+05
1023,4.96E+05
1024,3.27E+05
1025,4.91E+05
1026,3.57E+05
1027,3.41E+05
1028,4.43E+05
1029,3.27E+04
1030,2.69E+05
1031,2.48E+05
1032,5.05E+05
1033,5.40E+05
1034,3.19E+05
1035,1.07E+05
1036,2.15E+05
1037,3.85E+05
1038,1.36E+05
1039,2.71E+05
1040,1.65E+05
1041,3.31E+05
1042,1.40E+05
1043,4.08E+05
1044,1.37E+05
1045,4.28E+05
1046,1.27E+05
1047,3.28E+05
1048,4.25E+05
1049,1.81E+05
1050,1.82E+05
1051,9.88E+04
1052,3.40E+05
1053,1.44E+05
1054,5.24E+05
1055,2.90E+05
1056,3.77E+05
1057,3.04E+05
1058,2.87E+05
1059,4.54E+05
1060,2.12E+05
1061,1.78E+05
1062,4.03E+05
1063,5.16E+05
1064,2.94E+05
1065,1.87E+05
1066,8.17E+04
1067,4.68E+05
1068,2.86E+05
1069,5.30E+04
1070,3.21E+05
1071,3.97E+05
1072,2.12E+05
1073,3.15E+05
1074,1.64E+05
1075,2.34E+05
1076,5.42E+05
1077,1.17E+05
1078,9.27E+04
1079,2.30E+05
1080,1.44E+05
1081,1.91E+05
1082,2.28E+05
1083,3.33E+05
1084,4.25E+05
1085,3.20E+05
1086,2.35E+05
1087,4.22E+05
1088,3.49E+05
1089,3.31E+05
1090,2.40E+05
1091,2.55E+05
1092,3.11E+05
1093,1.89E+05
1094,2.07E+05
1095,1.33E+05
1096,3.08E+05
1097,1.21E+05
1098,2.22E+05
1099,3.91E+05
1100,2.35E+05
1101,2.85E+05
1102,2.02E+05
1103,1.30E+05
1104,1.88E+05
1105,2.64E+05
1106,2.64E+05
1107,2.58E+05
1108,3.96E+05
1109,2.46E+05
1110,1.76E+05
1111,3.76E+05
1112,4.13E+05
1113,3.64E+05
1114,1.16E+05
1115,5.88E+05
1116,1.67E+05
1117,3.66E+05
1118,3.85E+05
1119,3.59E+05
1120,2.10E+05
1121,1.87E+05
1122,1.20E+05
1123,4.36E+05
1124,2.37E+05
1125,2.11E+05
1126,5.26E+05
1127,2.10E+05
1128,3.53E+05
1129,3.52E+05
1130,2.32E+05
1131,3.16E+05
1132,3.05E+05
1133,8.47E+04
1134,3.32E+05
1135,2.23E+05
1136,2.00E+05
1137,1.68E+05
1138,5.21E+05
1139,2.61E+05
1140,1.63E+05
1141,7.40E+05
1142,3.17E+05
1143,1.45E+05
1144,1.58E+05
1145,4.01E+05
1146,1.66E+05
1147,3.17E+05
1148,3.06E+05
1149,1.03E+05
1150,2.12E+05
1151,1.20E+05
1152,4.70E+05
1153,2.17E+05
1154,2.12E+05
1155,4.39E+05
1156,4.14E+05
1157,3.00E+05
1158,2.28E+05
1159,1.85E+05
1160,3.93E+05
1161,1.43E+05
1162,1.55E+05
1163,3.11E+05
1164,2.14E+05
1165,2.77E+05
1166,2.04E+05
1167,2.78E+05
1168,4.99E+05
1169,3.63E+05
1170,3.05E+05
1171,1.37E+05
1172,1.94E+05
1173,1.12E+05
1174,3.22E+05
1175,9.58E+04
1176,3.02E+05
1177,4.28E+05
1178,3.26E+05
1179,1.76E+05
1180,2.45E+05
1181,3.51E+05
1182,3.96E+05
1183,3.22E+04
1184,4.00E+05
1185,3.29E+05
1186,1.37E+05
1187,3.05E+05
1188,3.41E+05
1189,2.66E+05
1190,3.46E+05
1191,4.53E+05
1192,5.95E+05
1193,2.82E+05
1194,1.86E+05
1195,4.92E+05
1196,1.64E+05
1197,4.60E+05
1198,2.23E+05
1199,3.09E+05
1200,4.47E+05
1201,2.72E+05
1202,1.55E+05
1203,2.46E+05
1204,3.20E+05
1205,2.81E+05
1206,2.17E+05
1207,2.53E+05
1208,2.87E+05
1209,3.34E+05
1210,1.19E+05
1211,2.24E+05
1212,2.80E+04
1213,4.32E+05
1214,3.86E+05
1215,1.82E+05
1216,4.15E+05
1217,3.52E+05
1218,2.38E+05
1219,3.47E+05
1220,5.04E+05
1221,3.48E+05
1222,8.28E+04
1223,1.93E+05
1224,3.94E+05
1225,1.47E+05
1226,2.72E+05
1227,1.58E+05
1228,1.84E+05
1229,2.84E+05
1230,1.22E+05
1231,3.37E+05
1232,2.47E+05
1233,1.42E+05
1234,2.97E+05
1235,3.32E+05
1236,3.02E+05
1237,2.81E+05
1238,1.98E+05
1239,6.01E+05
1240,2.32E+05
1241,3.87E+05
1242,3.97E+05
1243,2.46E+05
1244,2.52E+05
1245,2.84E+05
1246,2.70E+05
1247,2.06E+05
1248,3.49E+05
1249,3.37E+05
1250,1.71E+05
1251,3.81E+05
1252,4.10E+05
1253,3.51E+05
1254,3.99E+05
1255,2.93E+05
1256,3.15E+05
1257,1.70E+05
1258,3.72E+05
1259,3.20E+05
1260,2.68E+05
1261,1.53E+05
1262,3.56E+05
1263,1.18E+05
1264,1.74E+05
1265,3.67E+05
1266,1.20E+05
1267,3.48E+05
1268,4.56E+05
1269,2.12E+05
1270,1.19E+05
1271,2.11E+05
1272,3.48E+05
1273,3.04E+05
1274,1.39E+05
1275,4.03E+05
1276,1.77E+05
1277,3.98E+05
1278,2.67E+05
1279,3.75E+05
1280,1.96E+05
1281,2.20E+05
1282,2.37E+05
1283,5.01E+05
1284,4.12E+05
1285,1.44E+05
1286,3.44E+05
1287,4.18E+05
1288,3.84E+05
1289,2.76E+05
1290,2.22E+05
1291,2.64E+05
1292,4.70E+05
1293,2.96E+05
1294,2.39E+05
1295,1.20E+05
1296,1.40E+05
1297,2.96E+05
1298,2.42E+05
1299,3.95E+05
1300,3.66E+05
1301,1.79E+05
1302,4.11E+05
1303,3.77E+05
1304,4.04E+05
1305,2.64E+05
1306,6.00E+04
1307,3.81E+05
1308,3.75E+04
1309,1.85E+05
1310,3.55E+05
1311,3.32E+05
1312,3.18E+05
1313,4.59E+05
1314,-6.89E+04
1315,2.21E+05
1316,2.56E+05
1317,2.13E+05
1318,3.76E+05
1319,2.10E+05
1320,2.80E+05
1321,1.18E+05
1322,4.41E+05
1323,2.10E+05
1324,3.14E+05
1325,1.94E+05
1326,2.60E+05
1327,4.60E+05
1328,8.90E+04
1329,2.18E+05
1330,1.36E+05
1331,1.47E+05
1332,9.48E+04
1333,3.39E+05
1334,2.34E+05
1335,1.31E+05
1336,3.25E+05
1337,4.17E+05
1338,2.64E+05
1339,2.63E+05
1340,2.79E+05
1341,3.79E+05
1342,1.50E+05
1343,5.33E+05
1344,3.46E+05
1345,3.85E+05
1346,3.43E+05
1347,2.89E+05
1348,5.98E+04
1349,4.02E+05
1350,1.67E+05
1351,1.13E+05
1352,3.78E+05
1353,1.67E+05
1354,2.63E+05
1355,2.24E+05
1356,1.45E+05
1357,1.80E+05
1358,3.15E+05
1359,2.33E+05
1360,3.69E+05
1361,2.82E+05
1362,4.39E+05
1363,4.76E+05
1364,3.16E+05
1365,3.64E+05
1366,3.57E+05
1367,2.72E+05
1368,1.69E+05
1369,1.71E+05
1370,2.78E+05
1371,4.72E+05
1372,3.24E+05
1373,3.75E+05
1374,3.84E+05
1375,1.02E+05
1376,2.42E+05
1377,2.65E+05
1378,1.69E+05
1379,1.06E+05
1380,5.51E+04
1381,1.66E+05
1382,1.13E+05
1383,3.17E+05
1384,2.21E+05
1385,3.20E+05
1386,4.13E+05
1387,2.63E+05
1388,2.94E+05
1389,2.91E+05
1390,3.63E+05
1391,5.18E+05
1392,1.05E+05
1393,1.81E+05
1394,3.91E+05
1395,6.57E+04
1396,2.19E+05
1397,4.01E+05
1398,2.01E+05
1399,2.80E+05
1400,1.52E+05
1401,2.97E+05
1402,5.72E+05
1403,3.04E+05
1404,3.06E+05
1405,4.40E+05
1406,1.88E+05
1407,3.25E+05
1408,1.28E+05
1409,1.50E+05
1410,1.56E+05
1411,9.20E+04
1412,2.82E+05
1413,2.60E+05
1414,3.59E+05
1415,4.73E+05
1416,1.92E+05
1417,2.34E+05
1418,2.36E+05
1419,4.26E+04
1420,2.56E+05
1421,2.12E+05
1422,4.65E+05
1423,2.74E+05
1424,2.62E+05
1425,3.41E+05
1426,1.47E+05
1427,4.56E+05
1428,2.30E+05
1429,4.72E+05
1430,3.32E+05
1431,3.77E+05
1432,2.08E+05
1433,4.62E+04
1434,3.66E+05
1435,2.50E+05
1436,4.59E+05
1437,9.60E+04
1438,3.43E+05
1439,3.04E+05
1440,1.67E+05
1441,2.43E+05
1442,8.83E+03
1443,2.55E+05
1444,1.37E+05
1445,5.40E+05
1446,3.13E+05
1447,1.98E+05
1448,2.74E+05
1449,2.76E+05
1450,3.08E+05
1451,4.25E+05
1452,2.06E+05
1453,2.22E+05
1454,3.69E+05
1455,1.11E+05
1456,2.52E+05
1457,5.23E+05
1458,3.04E+05
1459,4.16E+05
1460,4.42E+05
1461,1.18E+05
1462,1.52E+05
1463,4.90E+05
1464,4.46E+05
1465,1.76E+05
1466,5.82E+05
1467,7.58E+04
1468,4.50E+05
1469,1.50E+05
1470,3.12E+05
1471,2.14E+05
1472,2.35E+05
1473,2.64E+05
1474,1.94E+05
1475,3.51E+05
1476,1.76E+05
1477,1.30E+05
1478,2.21E+05
1479,4.65E+05
1480,1.48E+05
1481,3.35E+05
1482,3.35E+05
1483,2.62E+05
1484,3.97E+05
1485,3.05E+05
1486,1.33E+05
1487,1.23E+05
1488,2.03E+05
1489,2.97E+05
1490,4.09E+05
1491,3.91E+05
1492,3.56E+05
1493,2.83E+05
1494,4.51E+05
1495,1.23E+05
1496,4.10E+05
1497,2.85E+05
